QUESTION,ANSWER,TAGSET,LEMMA
항상 수고하십니다 현재 진로설계 진로개발 세미나가 폐지되고 훕커로 대체된 것으로 알고 있습니다 저의 경우 17학번이고 신입생 세미나 진로설계 세미나 진로 개발세미나 훕커 총 4가지를 다 듣고 교양 32학점 중 4학점을 위 과목들로 인정받은 상태입니다 현재 훕커가 진로 설계 개발 세미나를 대체하는 것이라면 폐지되기 전에 위의 과목들을 다 들은 경우에는 교양 학점으로 그대로 인정 받을 수 있는 것인지 아니면 신입생세미나와 훕커만 인정되고 나머지 2학점은 다시 다른 교양으로 채워야 하는 것인지 이 점이 헷갈려서 문의드립니다,['기존에 들은 세미나 수업들은 다 교양으로 인정됩니다'],['UK'],수고 진로 설계 진로 개발 세미나 폐지 훕커 대체 경우 17 학번 신입생 세미 진로 설계 세미나 진로 개발 세미나 가지 교양 32 학점 학점 과목 인정받 상태 훕커 진로 설계 개발 세미나 대체 폐지 과목 경우 교양 학점 인정 아니 신입생 세미나 훕커 인정 나머지 학점 교양 채우 헷갈리 문의 드리
제가 이번 2학기에 다른 학과 전공수업자선 2학점을 듣고 성적이 나왔습니다 이걸 교양 학점으로 바꾸려 하는데 어떻게 바꿀 수 있나요 학교 행정실에서 할 수 있다고 얼핏 들은 거 같은데 확실하지가 않아서요 어떻게 자선을 교양으로 전환할 수 있나요,"['학과에서 전공교류로 인정하는 교양을 전공학점으로 바꿀 순 있습니다 그러나 그 반대는 되지 않습니다', '앗 그렇군요 감사합니다! 제가 다시 한 번 찾아보니 해당 단과대 학생종합지원센터에 방문해서 해당 서류를 제출하면 가능하다던데 제출기한 같은 건 없겠죠? 제가 집이 지방이라 당장 방문은 좀 힘들 것 같아서요......', '전공교류는 학종지에서 해주지만 교양학점 인정은 교양대학에서 승인하기 때문에 그쪽에 문의하셔야 합니다 그리고 본교 전공학점을 교양으로 인정하는 경우는 제가 알기론 없어서요..']",['UK'],제가 이번 학기 학과 전공 수업 자선 학점 성적 나오 이거 교양 학점 바꾸 어떻 바꾸 학교 행정실 자선 교양 전환
1년을 휴학하고 복학을 교환학생이나 71으로 할 예정인데 등록휴학 해도 되나요,['네 그렇게 해도 됩니다 칠플일의 경우 장학금은 복학 이후 계좌로 후지급됩니다'],['UK'],휴학 복학 교환 학생 71 예정 등록 휴학
졸업예정자입니다대학영어2를 수료하지 못했는데 계절학기신청을 못했습니다정규학기말고는 대학영어2를 대체 할수 있는 것은 없나요집이 지방이라 멀어서 다음 2학기 대학영어2때문에 등록하기가 너무 골치 아프네요다른 인증 방법은 없는건가요,['필수과목을 이수하지 않았으므로 학생은 졸업예정자가 아니라 아직 재학생 신분입니다 그리고 대학영어2를 대체를 해도 학점 산입을 위해 정규학기 등록은 해야합니다 만약 14학번 이전이시라면 사이버강의 하나 수강하시고 플렉스로 대체하는게 그나마 학교에 거의 가지않고 인정받는 방법같습니다'],['UK'],졸업 예정 대학 영어 수료 못하 계절 학기 신청 정규 학기 대학 영어 대체 지방 다음 학기 대학 영어 때문 등록 골치 아프 인증 방법
계절학기 수업중인데 강의실이 너무 추워서 글씨도 못쓰겠는데 공학관 난방 어디에 말할수 있나요,['시설 관리를 총괄지원팀에서 담당하고 있으니 아마 난방도 그 쪽에서 관리하고 있을겁니다 해당 부서에 문의바랍니다'],['UK'],계절 학기 수업 강의실 글씨 공학 난방 어디
졸업학기에 학점과 영어성적 학과졸업시험까지통과하면 따로 졸업신청을 하지 않아도자동으로 졸업할수 있는 건가요항상 수고가 많으십니다,['8학기까지 졸업요건을 다 충족했다면 자동으로 졸업생이 됩니다'],['UK'],졸업 학기 학점 영어 성적 학과 졸업 시험 통과 졸업 신청 자동 졸업 수고
전액장학금을 받고 있으면 성적장학금은 추가로 받지 못 하는 건가요,['네 등록금 범위내 지급이라 초과수혜는 되지 않습니다'],['UK'],전액 장학금 성적 장학금 추가
아빠회사에서 등록금 지원을 받는데 듣기론 2월에 종이떼서 회사에 낸다고 들었습니다 현재 계절학기를 하고 있는데 성적이 2학기로 넘어가서 아빠 회사에 낼때 2학기성적에 계절학기 성적까지 포함된 학점으로 넘어가는 건가요,['회사 지침이나 일정은 잘 모르겠지만 2학기때 등록을 하셨다면 이번 계절학기 학점은 2학기로 산입됩니다'],['UK'],아빠 회사 등록금 지원 2월 종이 회사 계절 학기 성적 학기 넘어가 아빠 회사 학기 성적 계절 학기 성적 포함 학점 넘어가
제가 이번 계절학기로 재수강을 하고 있는데요일반 교양을 핵인기 재수강으로 연결할 수 있나요그리고 재수강 체크를 하고 재수강 연결을 안 하면 초수강으로 자동 변경되는 건가요,"['1. 교양선택과목끼리는 연결할 수 있습니다 (교양영어, 미네르바 등은 제외) 2. 네 맞습니다', '그럼 핵심인문기초는 교양선택과목인건가요?? 아니면 교양필수과목인가요??', '선택과목입니다 단지 거기서 몇 학점 이상 들으라는 개념이죠', '그럼 예를들어 핵심인문기초 과목을 언어와문학 파트에서 재수강 연결이 가능하다는거죠??', '네', '네! 알려주셔서 감사합니다!!']",['UK'],제가 이번 계절 학기 재수강 일반 교양 인기 재수강 연결 재수강 체크 재수강 연결 초수강 자동 변경
혹시 이중전공을 2학년 1학기에 신청할 수도 있는 건가요 학점 평균이 좋지 않아 계절학기 재수강으로 학점 평균을 보완한 후 신청하고 싶어서요,['2학년 이후부턴 변경신청으로만 배정이 가능하고 학생의 학번에 티오가 있어야 신청할 수 있습니다'],['DM'],이중전공 학년 학기 신청 학점 평균 계절 학기 재수강 학점 평균 보완 신청
항상 감사드려요2020학년도 1학기가 저에게는 1학년 2학기인데이 경우 수강신청을 언제 해야 하는 건가요,"['1학년 신청날에 하심 돼요', '2/3~2/7에 4-3-2-1-전체 이니까 2월 6일에 하면 되는 것인가요?? 2월 말(새내기)에 하는 것인가요? 죄송해요... 너무 헷갈려서요ㅠㅠ', '6일이욤', '1학년 신청일에 하시면 됩니다']",['UK'],감사 드리 2020 학년도 학기 학년 학기 경우 수강 신청
봉사 활동을 하고 나서 어떻게 해야 학사 정보에 공식적으로 올릴 수 있는 건가요,['종합정보시스템에 올라가는 봉사는 학점인정이 가능한 활동뿐입니다'],['UK'],봉사 활동 학사 정보 공식 올리
고생 많으십니다 외국어인증을 토익말고 오픽이나 토스같은 스피킹으로 대체해도 되는 거 맞나요,['가능합니다 기준 점수는 단과대마다 다르니 그건 편람을 참고바랍니다'],['UK'],고생 외국어 인증 토익 오픽 토스 스피킹 대체
현재 지역학사 과정을 수강중인데지역학 한 과목을 들으면 그게 졸업시 필요한 전공 학점으로도 인정되고 지역학 학점으로도 인정되는 건가요 아니면 졸업시 필요한 전공 학점 54학점 따로 지역학사에 해당하는 학점 70학점를 따로 들어야 하나요,"['학과에서 개설한 지역학 과목이라면 둘다 인정됩니다 그 외 인문학공통수업은 전공 인정 여부가 학과마다 다르니 그건 과사무실에 문의바랍니다', '감사합니다 :)']",['UK'],지역 학사 과정 수강 지역학 과목 졸업 필요 전공 학점 인정 지역학 학점 인정 졸업 필요 전공 학점 54 학점 지역 학사 해당 학점 70 학점
현재 1-1학기만 재학하고 2학기는 휴학한 1학년입니다 1 1-1학기의 성적이 좋지 않아 전부 재수강을 하고 싶은데요 이걸 계절학기로도 들을 수 있는 건가요 2 재수강 기간은 언제까지 인가요 3 재수강을 미뤄도 졸업 전까지만 재수강을 하면 되는 건가요 4 복학하는 학기에 1학년 1학기 재수강을 하게 되면 1학년 학점이 1819학점으로 마쳐질 것 같은데 이중전공 신청 이수학점인 34학점에 모자랍니다 2학년 11월에 신청해도 가능한가요,['1. 계절학기에 해당수업이 개설되거나 또는 교양선택과목이라서 재수강 연결이 가능하면 들을 수 있습니다 2. 수강신청 때 재수강 체크를 하고 들으면 됩니다 재수강 연결이 필요한 경우엔 재수강 신청 후 학기전후로 공지되는 연결기간에 연결하면 됩니다 3. 네 그렇습니다 4. 2학년 이후부턴 변경신청만 가능한데 이 때는 해당 학번에 티오가 나야 신청할 수 있습니다'],['DM'],학기 재학 학기 휴학 학년 학기 성적 재수강 이거 계절 학기 재수강 기간 언제 재수강 미루 졸업 재수강 복학 학기 학년 학기 재수강 학년 학점 1819 학점 마치 이중전공 신청 이수 학점 34 학점 모자라 학년 11 신청 가능
수고 많으십니다제가 현재 부전공으로 경영을 신청하려고 하는데요 그 이유가 나중에 이중전공 했을 때 학점 인정이 되니까 해놓으려는 건데요 혹시 그냥 신청 안하고 자선으로 들어도 나중에 경영 이중전공 되면 경영 수업 들은 학점이 인정 될까요,['네 그렇게 들어도 인정됩니다'],"['SM', 'DM']",수고 현재 부전공 경영 신청 이유 나중 이중전공 학점 인정 신청 자선 나중 경영 이중전공 경영 수업 학점 인정
내년1학기하면 9학기 째 수업 듣는데 아직 교양영어2를 안들었습니다 9학기 수업듣고 다음 학기 휴학 신청을 하고 겨울계절학기로 교양영어2 수업 듣는게 가능한가요,['휴학 중인 상태에서 계절을 이수하면 그 다음학기에 복학을 해야 인정됩니다'],['UK'],내년 학기 학기 수업 교양 영어 학기 수업 다음 학기 휴학 신청 겨울 계절 학기 교양 영어 수업 가능
제가 1학년 2학기 마치고 이중전공 신청 안했습니다 혹시 이대로 부전공도 신청하지 않고 2학년 2학기 마치고 그때 이중전공 신청은 불허 하는 게 맞지요,"['지금 전공 외에 타 전공을 이수하고 싶지 않으시다면 부전공/단일전공 신청기간인 1월이나 7월에 단일전공을 신청하시면 됩니다', '종정시에는 왜 이중전공+부전공 신청기간이 7/24~7/26으로 돼있나요? 1월은 왜 없는건가요?', '곧 업데이트가 될 겁니다', '이중전공은 시기 놓쳤으면 신청 다시 못하나요?', '그 다음학기에 신청하시면 됩니다']","['SM', 'DM']",제가 학년 학기 마치 이중전공 신청 부전공 신청 학년 학기 마치 이중전공 신청 불허
2019학년도 1학기에 15학점 수업을 들었으나 전과목을 재수강하고 싶습니다 2019학년도 2학기는 휴학하고 2020학년도 1학기에 복학하요 15학점 전과목을 재수강하고 다른 과목도 들을 수 있나요그리고 이중전공은 그러면 어떻게 해야 하는 건가요 2020학년도 1학기에 신청하지 못해도 2학기엔 신청 가능한 건가요그리고 전공 같은 경우는 1학기와 2학기 수업이 달라서 어떻게 들어야 할 지 모르겠어요 남들과 다른 1학기 2학기요서 헷갈리는 것이 너무 많아 말이 길어졌습니다 죄송해요,"['1. 네 그렇게 들으셔도 됩니다 2. 2020-1학기에 전과목을 재수강한다 해도 학생의 등록학기는 2학기 째이므로 그때 이중을 신청해야합니다 이 때는 재수강으로 인해 우선선발 기준인 34학점을 다 못채울 수도 있습니다 3. 1학기 때 들은 연강수업은 2020년 1학기에도 개설되니 재수강은 문제없습니다 다만 엇복학을 하신거니 이후의 학점이수는 학기와 전필과목등을 고려해 계획을 짜보시길 바랍니다', '감사합니다 조교님']",['DM'],2019 학년도 학기 15 학점 수업 과목 수강 2019 학년도 학기 휴학 2020 학년도 학기 복학 15 학점 과목 수강 과목 이중전공 2020 학년도 학기 신청 학기 신청 가능 전공 경우 학기 학기 수업 다르 어떻 모르 다르 학기 학기 헷갈리
수고가 많으십니다제가 이번 19-2학기까지 수료한 내역이 입력된 수료증명서가 필요한데 보통 언제쯤 전산에 입력이 될까요또 이번학기까지 입력된 성적증명서는 언제쯤 뽑을 수 있을까요 혹시 다음 주 월요일까지는 어렵겠죠항상 감사합니다,"['수료증명서든 성적증명서든 모두 19-2학기 계절성적까지 다 나와야 최신으로 뽑을 수 있습니다 이번 겨울계절성적까지 19-2학기로 산입되기 때문입니다 근데 다음주 월요일이면 정규학기 성적도 확정되지 않을 때인데 정확히 어떤 용도로 쓰시는 지를 몰라 방법을 말씀드리기가 어려울 거 같습니다', '실은 타학교로의 편입에 쓰려고 합니다. 그럼 아무래도 수료예정서를 발급받아야할것 같은데 저희학교에서 따로 발급하는 수료예정서는 없는걸로 아는데 맞나요? 또 이번 계절학기 종강일이 1월 15일로 알고 있는데 제가 추가로 1월 17일까지 서류를 제출하여야 합니다. 그때에는 발급할 수 있을까요? 항상 수고가 많으십니다ㅜㅜ감사해요!', '수료증명서는 학년 단위로 발급이 가능합니다 그리고 편입이라면 성적증명서도 확정이 될 때 제출할 수 있게끔 대학 측에서도 일정을 조율할겁니다  우선 서류를 접수하는 대학 쪽에 문의를하시길 바랍니다 서류를 받는 곳에서 오케이하면 문제는 없죠']",['UK'],수고 이번 19 학기 수료 내역 입력 수료 증명서 필요 언제 전산 입력 이번 학기 입력 성적 증명서 언제 다음 월요일 어렵 감사
