,내용,분류,명사토큰
1079,"조교님이중전공을 위해서는 1학년 때 총 34학점 이상을 이수해야하잖아요제가 1학기 때 18학점, 2학기 때 15학점 + 방과후 수업(2학기 겨울 계절인정 2학점)입니다.방과후 수업 계절 학점이 인정되는 건가요?만약 인정이 안된다면 이중전공 신청을 위한 조건을 충족시키지 못하게 되는건가요?감사합니다.",8,조교 이중 전공 위 학년 때 총 학점 이상 이수 제 학기 때 학점 학기 때 학점 방과후 수업 학기 겨울 계절 인정 학점 방과후 수업 계절 학점 인정 건가 만약 인정이 이중 전공 신청 위 조건 충족 가요
1080,조교님 이중전공시 필요한 어학성적 같은 것은 어디서 찾아볼 수 있을까요?,3,조교 중전 공시 어학 성적 것 수
1081,조교님 안녕하세요~!재수강 관련해 한가지 여쭙고 싶은게 있어요!이미 검색은 하고왔는데 풀리지 않는 궁금증이 있어서요ㅜㅜ제가 C+ 받은 교양(과학과기술)이 있는데 이 재수강을 생활과운동 에서 재수강이 가능한것 맞지요?그런데 이때 궁금증이ㅜㅜC+받은 수업은 2학점짜리인데 재수강하려는 과목은 1학점이거든요!만약 이 경우에는 재수강을 하면 2학점이 사라지고 1학점이 되는건가요? 고로 제가 1학점을 더 채워야 하는 상황이 오나요???읽어주셔서 감사합니다!!,6,조교 재수강 관련 한가지 검색 궁금증 제 교양 과학 기술 이 이 재수강 생활 운동 재수강 때 궁금증 수업 학점 리 재수강 과목 학점 만약 이 경우 재수강 학점 학점 가요 고로 제 학점 더 상황
1082,조교님!전공 심화 + 부전공 > 단일 전공 + 부전공으로 바꾸고 싶은데 어떻게 하나요!,2,조교 전공 심화 부 전공 단일 전공 부 전공 하나요
1083,"조교님 안녕하세요! 항상 수고해주셔서 감사합니다.등록금납부고지서에 등록금수납의뢰서 외에 납입금수납의뢰서도 따로 있는데, 해당 납입금도 반드시 내야되는 것인가요?",3,조교 항상 수고 등록금 납부 고지서 등록금 수납 의뢰 외 납 입금 수납 의뢰 서도 해당 납 입금 반드시 내야 것
1084,"조교님 항상 수고가 많으십니다 :)제가 이번에 부전공을 아예 포기하려고 하는데, 포기하게 되면 여태까지 들은 2과목의 성적은 제 성적에서 제외가 되나요? 아니면 자선학점으로 처리되나요?너무 별로라 드랍하고싶은데 C+ B+ 받아놓은 것이 신경쓰이네요..ㅠㅠ",4,조교 항상 수고 제 이번 부 전공 아예 포기 포기 여태 과목 성적 제 성적 제외 자선 학점 처리 별로 드랍 것 신경
1085,"안녕하세요 조교님! 14학번 플렉스 시험 관련 문의드립니다.플렉스로 실용영어를 대체하려고 합니다.플렉스 시험을 학기 중에 신청하면해당학기로 학점이 산정이 되는 것으로 알고 있는데,그 2학점이 해당학기 수강신청 학점(20학점 제한)에는 영향이 없는 것인가요?",8,조교 학번 플렉스 시험 관련 문의 플렉스 실용 영어 대체 플렉스 시험 학기 중 신청 해당 학기 학점 산정 것 알 그 학점 해당 학기 수강신청 학점 학점 제한 영향 것
1086,조교님 안녕하세요. 전과하려면 12월에 원하는 학과 홈페이지 들어가서 공지사항을 확인해야하나요? 전과에 필요한 조건들도 그 때 들어가서 공지사항 확인해야 알 수 있나요? 아니면 학과 사무실로 지금 전화해서 물어봐야 할까요,3,조교 전과 학과 홈페이지 사항 확인 전과 조건 그 때 공지 사항 확인 알 수 학과 사무실 지금 요
1087,"조교님! 고생많으십니다. 제가 군복무기간이랑 겹쳐 국가장학금 1차 기간에 신청을 못하고 2차 신청기간에 국장을 신청했는데요! 국장 결과를 보고 등록을 하려고 아직 등록을 하지 않았습니다!다만 아직 소득기준 심사중이고 추가 등록 기간이 이번주 금요일 까지인것으로 알고있는데, 등록금을 납부한 후에 국가장학금 선발이 되면 국가장학금이 계좌로 직접 들어오게 되는건가요?",5,조교 고생 제 군복무 기간 겹 국가장학금 차 기간 신청 못 차 신청 기간 국장 신청 국장 결과 보고 등록 등록 다만 소득 기준 심사 추가 등록 기간 이번 주 금요일 등록금 납부 후 국가장학금 선발 국가장학금 계좌 직접 가요
1088,14학번인데 실용외국어 안들었는데 다른 방도가 있을까요? 이번이 막학기인데 1학기때는 시간표 안맞아서 못듣고 방학때는 안열려서 못들었습니다. 플렉스 701점 도저히 못넘을거같고요 ㅠㅠ 외국어센터 80시간 이상 들으라는데 가격도 현금으로 80만원이 넘더라구여... 수강편람보니 못들은 학생은 외국어센터에서 주관하는 기초 외국어 들어라 라고 써있는데 그게 뭔지 어디에 써있는지 모르겠어요... 어디서 볼 수 있으며 그건 저렴한가요? 방과후 외국어는 가계곤란장학금제도가 있던데 이것도 그 제도가 있을까요?,0,학번 실용 외국어 다른 방도 이번 막 학기 학기 때 시간표 방학 때 플렉스 점 도저히 외국어 센터 이상 가격 현금 구 수강 편람 못 학생 외국어 센터 주관 기초 외국어 그게 어디 볼 수 방과후 외국어 가계 곤란 장학금 제도 것 그 제도
1089,"조교님 안녕하세요!등록휴학에 대해 여쭤볼게 있어서 글을 남깁니다.등록휴학을 하면 등록금을 납부하고 휴학을 하는 것으로 알고있는데 그럼 등록금을 안내고 다닐 수 있는 경우는 휴학 후 직후복학 학기만 가능한건가요? 예를 들어 제가 3-1을 등록휴학했는데 3-2,4-1 다 등록금을 내고 다닌 후 4-2학기에 등록금을 납부하지 않고 다니는건 불가능한가요? 혹시나 이렇게 해야할 상황이 생길 것 같아 여쭤봅니다!",9,조교 등록 휴학 대해 볼 글 등록 휴학 등록금 납부 휴학 것 등록금 안내 수 경우 휴학 후 직후 복학 학기 가요 예 제 등록 휴학 등록금 후 학기 등록금 납부 혹시 상황 것
1090,조교님 안녕하세요!이번학기에 잡은 미네르바가 마음에 안들어서 드롭하고싶은데 드롭기간에 드롭한 후 이번 겨울 계절로 들을수 있나요? 참고로 설캠에서 듣고싶습니다! 수강편람을 보니 직전학기는 재수강이 불가능하다고 하던데 초수강은 어떨지 모르겠어서요! 답변 미리 감사합니다,1,조교 이번 학기 미네르바 마음 드롭 드롭기간 드롭 후 이번 겨울 계절 참고 설캠 수강 편람 직전 학기 재수강 초 수강 답변 미리
1091,"조교님 안녕하세요!학석사 연계과정을 하게되면 6,7학기 평점이 3.5이상이어야한다고 명시되어있는데 그러면 6학기나 7학 기때는 패논패로 인정되는 국제교류 프로그램 파견또는 교환, 어학연수를 갈 수없는건가요?",1,조교 학 석사 계 과정 면 학기 평점 상이 명시 학기 학 때 패논패 인정 국제 교류 프로그램 파견 교환 어학 연수 수 가요
1092,"조교님 안묭하세요!!ㅣ제가 이중전공을 정치외교학과에서 경영학과로 바꾸려고 하는데, 혹시 모를 상황에 대비하여(자체시험 통괴여부) 글캠의 지비티학과도 생각을 하고 있는데요, 이중전공 변경 시 1지망과 2지망 모두 쓸 수 있나요??? '^' 감사합니당",2,조교 안묭 제 이중 전공 정치 외교 학과 경영학 과로 혹시 상황 대비 자체 시험 통괴 여부 글캠 비티 학과 생각 이중 전공 변경 시 지망 지망 모두 수
1093,"안녕하세요, 조교님.일반휴학과 등록휴학의 차이점이 정확하게 무엇인지 궁금합니다. 또 등록 휴학 경우 등록금을 내고 휴학신청을 하는 건지, 휴학신청을 하고 등록금을 내는 것 중 어떤 것에 해당되는 지 알고 싶습니다.",9,조교 휴학 등록 휴학 차이점 무엇 또 등록 휴학 경우 등록금 휴학 신청 휴학 신청 등록금 것 중 것 해당 알
1094,안녕하세요 조교님이중전공에서 국가리더나 지역경제개발협력 전공 등은 이중으로 신청한 후 부전으로 내릴 수 있나요?감사합니다!즐거운 추석 되세요!,2,조교 이중 전공 국가 리더 지역 경제개발 협력 전공 등 이중 신청 후 부전 수 추석
1095,"안녕하세요 조교님 이중전공을 위해서는 1학년 때 총 34학점 이상을 이수해야하잖아요제가 1학기 때 18학점, 2학기 때 17학점입니다.그런데 제가 1학기 때 들었던 3학점짜리를 재수강해야하는데 그럼15학점+17학점=32학점이 되어 이중전공 신청을 위한 조건을 충족시키지 못하게 되는건가요? 감사합니다.",8,조교 이중 전공 위 학년 때 총 학점 이상 이수 제 학기 때 학점 학기 때 학점 제 학기 때 학점 리 재수강 학점 학점 학점 이중 전공 신청 위 조건 충족 가요
1096,"안녕하세요 조교님! 이번에 1학년 2학기에 재학 중인 학생입니다. 2학기 등록을 하고 개강까지 한 현 시점에서 휴학을 하려고 하는데요, 가능여부와 등록금 환불규정에 대해 알고 싶어서 질문 남깁니다! 감사합니다!",1,조교 이번 학년 학기 재학 중인 학생 학기 등록 개강 현 시점 휴학 가능 여부 등록금 환불 규정 대해 알 질문
1097,"조교님 안녕하세요, 고생많으십니다제가 이번이 막학기인데 2학점이 남아있는 상태고 겨울 싸강 수강을 할 예정입니다다름이 아니라, 이번 하반기 지원요건이 20년 2월 졸업예정자인데 저같은 경우에 올해 있을 면접전형전에 졸업예정증명서를 제출할 수 있나요?감사합니다",7,조교 고생 제 이번 막 학기 학점 상태 겨울 강 수강 예정 이번 하반기 요건 졸업 예정자 저 경우 올해 면접 전형 전 졸업 예정 증명서 제출 수
1098,조교님 안녕하세요저는 작년에 교양중국어 1.2를 들었으나 2는 출석미달로 f를 받았는데요올해 교양외국어 과목을 스페인어로 바꾸고싶어 1.2를 수강중입니다이경우에 재수강으로 스페인어를 신청했어야하나요?,6,조교 저 작년 교양 중국어 를 출석 미달 를 올해 교양 외국어 과목 스페인어 를 수강 이경우 재수강 스페인어 신청 하나요
1099,"조교님 안녕하세요!제가 이번 2학기에 휴학을 했는데, 정규학기가 끝난 후 19년도 겨울 계절학기 신청이 가능한지 궁금해서 문의드립니다! 이어지는 학기에 재학생 신분이 아니었으면 신청을 못한다는 얘기를 들어서요ㅜㅜ",1,조교 제 이번 학기 휴학 정규 학기 후 겨울 계절 학기 신청 문의 학기 재학생 신분 신청 얘기
1100,조교님 안녕하세요!교환학생에 관해 여쭤보고 싶은 게 있어서요교환학생 신청 후 선발되어서 준비를 하던 차에개인 사정으로 교환학생을 못 가게 된다면중도에 취소하는게 가능한가요?내일부터 시작되는 추석 연휴 행복하게 보내시길 바랍니다??,3,조교 교환학생 관해 보고 게 교환학생 신청 후 선발 준비 차 개인 사정 교환학생 못 가게 중도 취소 내일 시작 추석 연휴
1101,조교님 안녕하세요다름이아니라 학교에서 문자오는 취업등등의 다양한 문자를 받는사람들이 있다는데 이런경우는 무엇인가요?개인정보제공동의 다한거같은데 문자오는게 하나도 없어서 걱정입니다ㅠ,3,조교 학교 문자 취업 등등 문자 사람 경우 무엇 개인정보 제공 동의 다한 거 문자 하나 걱정
1102,안녕하세요 조교님! 캠내 전과 신청은 올해 언제 어디서 받나요? 설캠 재학생인데 사과대랑 상경대는 각각 학점 몇은 되어야 가능성이 있을까요?,3,조교 전과 신청 올해 언제 설캠 재학생 사과 상경 각각 학점 몇 가능성
1103,조교님 항상 수고가 많으십니다!개인 사정으로 휴학을 해야될거같은데 학사일정에 나와있는 9월 27일까지는 아무때나 휴학이 가능한거죠? 휴학신청하려면 어떻게 해야하나요?,9,조교 항상 수고 개인 사정 휴학 학사 일정 때 휴학 휴학 신청
1104,"안녕하세요 조교님 구학기 재학생인데요,혹시 추가학기 재학생도 수강신청 변경기간에 한 과목 드랍할 수 있나요?? 등록금은 다음주에 내야되는걸로 알고 있어서요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠ",1,조교 학기 재학생 요 혹시 추가 학기 재학생 수강신청 변경 기간 과목 드랍할 수 등록금 다음주 는걸 알
1105,"조교님 안녕하세요!궁금한 것이 있어서 질문을 드립니다. 제가 만약 2020-2학기에 4-2학기였는데 졸업학점이 부족해서 추가학기를 다녀야한다면, 2021-1학기를 휴학하고 2021-2학기에 추가학기를 다닐 수 있나요?",1,조교 것 질문 제 만약 학기 학기 졸업 학점 추가 학기 학기 휴학 학기 추가 학기 수
1106,"안녕하세요! 조교님 !! 곧 추석이 다가오고 날씨도 시원해지고 있습니다.저는 이중전공으로 세계문화예술경영을 희망하고 있는 1학년 학생입니다.34학점을 들어야 이중전공 신청이 가능하다고 들었는데, 융합전공인 경우 아니라는 말을 들었습니다.현재 32 학점을 듣고 이중전공을 신청할 수 있을 것 같은데, 세계문화예술경영의 경우 신청 및 선발이 가능할지 궁금합니다.정말 감사합니다.조교님 덕분에 항상 많이 알아갑니다.힘써주셔서 감사합니다.좋은 연휴 보내세요!",2,조교 곧 추석 날씨 저 이중 전공 세계 문화 예술 경영 희망 학년 학생 학점 이중 전공 신청 융합 전공 경우 말 현재 학점 이중 전공 신청 수 것 세계 문화 예술 경영 경우 신청 및 선발 정말 조교 덕분 항상 알 연휴
